transaction_id,order_value_ratio,account_age_days,txns_last_hour,billing_shipping_mismatch,vpn_detected,new_device,hour_of_day,is_fraud
TXN-105384,4.15626123339459,60.6566439365381,1,0,1,1,18,1
TXN-105385,1.8459191618877808,88.99926466846817,3,0,0,0,20,0
TXN-105386,0.9647656662137167,232.03265934392277,2,0,0,0,18,0
TXN-105387,1.291521398607891,409.1165994548007,1,0,0,0,2,0
TXN-105388,0.8391132232641171,116.80723487485966,1,0,0,0,1,0
TXN-105389,0.7794581373686521,117.19227052719928,3,0,0,0,19,0
TXN-105390,1.2634145164679966,345.58919071756407,1,0,0,0,8,0
TXN-105391,0.9455790771998301,236.51710425422053,1,0,0,0,5,0
TXN-105392,1.2965582048462112,478.9945201471484,1,0,0,0,12,0
TXN-105393,0.7491471851090176,75.1932025046031,4,0,0,0,7,0
TXN-105394,0.8087084461374878,141.905263276892,4,0,0,0,22,0
TXN-105395,2.0827246014493648,102.41209908084015,1,0,0,0,23,0
TXN-105396,0.821208032764203,239.68047078088279,1,0,0,0,19,0
TXN-105397,1.2456205489039656,205.35155867208084,2,0,0,0,7,0
TXN-105398,0.8565783814421059,225.4944600637657,2,0,0,0,4,0
TXN-105399,0.7706916245563621,182.6619010919511,1,0,0,0,12,0
TXN-105400,0.803619220603681,37.06434058683945,2,0,0,1,12,0
TXN-105401,0.643731850301992,301.6193692413811,1,0,0,0,16,0
TXN-105402,1.0984143848987438,243.66706420771564,2,0,0,0,10,0
TXN-105403,1.5325707694854003,268.2797845106973,3,0,0,0,16,0
TXN-105404,1.0457476514483603,259.2135303412048,2,0,0,0,16,0
TXN-105405,1.0811547848039562,214.12835634998206,3,0,0,0,7,0
TXN-105406,1.5388512834532313,68.72465290862827,3,0,0,1,7,0
TXN-105407,0.742596701192584,171.6235519046368,1,0,0,0,6,0
TXN-105408,1.3647327350022846,70.56950253242555,2,0,0,0,1,0
TXN-105409,0.9888002174296758,297.16795080269185,2,0,0,0,9,0
TXN-105410,0.5683810595515784,409.87210316349586,2,0,0,0,15,0
TXN-105411,1.5457343989118453,502.83020873982395,3,0,0,0,9,0
TXN-105412,1.8424429935412494,74.44043180926536,2,0,0,0,8,0
TXN-105413,0.8361876758711226,65.27015011382736,2,0,0,0,10,0
TXN-105414,1.5998229073115189,19.26540014234248,2,0,0,0,6,0
TXN-105415,0.8200128343714326,94.72082583602997,3,0,0,0,1,0
TXN-105416,1.0747781258191673,258.1585891243365,3,0,0,0,4,0
TXN-105417,0.9292729471150143,487.6620977212243,1,0,0,0,2,0
TXN-105418,0.6150903891885106,53.828404246564176,2,0,0,0,22,0
TXN-105419,0.7658343785982173,24.82319790279332,1,0,0,1,20,0
TXN-105420,1.4352817719080027,309.4213613445277,2,0,0,0,17,0
TXN-105421,0.48367327722460557,153.85765347868917,2,0,0,0,22,0
TXN-105422,0.6297697599933064,371.20101923584934,2,0,0,0,3,0
TXN-105423,0.9806034532561687,95.10992948874319,2,0,0,0,10,0
TXN-105424,0.6794890948020469,189.40966053936276,1,0,0,0,4,0
TXN-105425,0.8978680352300212,44.10157993828227,1,0,0,0,13,0
TXN-105426,1.3341495859072472,462.3559083464876,1,0,0,0,1,0
TXN-105427,1.2180394871726572,412.7062239253246,2,0,0,0,18,0
TXN-105428,1.2233179341158709,76.14311032141043,2,0,0,0,2,0
TXN-105429,0.9372690644277606,26.483748833648793,2,0,0,0,14,0
TXN-105430,0.8494095438717802,457.4881037550305,1,0,0,0,22,0
TXN-105431,1.258700762886012,97.73898818611548,2,0,0,0,10,0
TXN-105432,1.1646009757424929,363.7937090538508,3,0,0,0,11,0
TXN-105433,0.7290903250666269,302.6875503139211,3,0,0,0,3,0
TXN-105434,0.5251036869440072,561.2769856256767,3,0,0,0,19,0
TXN-105435,0.9969670298158936,338.0895663495194,2,0,0,1,0,0
TXN-105436,1.2483715700265707,49.88907142185363,1,0,0,0,2,0
TXN-105437,1.4813531946142227,40.22826898923379,1,0,0,0,13,0
TXN-105438,1.0404618478103882,103.56548231719765,3,0,0,0,23,0
TXN-105439,0.9975633101983622,262.44104481468764,1,0,0,0,23,0
TXN-105440,0.5385259013396847,93.18223012665462,2,0,0,0,20,0
TXN-105441,1.0863302487794402,1385.9871686067845,1,0,0,0,11,0
TXN-105442,1.207514791041502,0.9459055523997651,1,0,0,0,15,0
TXN-105443,0.577785246854869,34.42366251887914,1,0,0,0,23,0
TXN-105444,0.6185284017915815,292.82391967391595,1,0,0,1,10,0
TXN-105445,0.7722297573833745,154.24795319212143,3,0,0,0,16,0
TXN-105446,0.9369027566627569,189.08077185305257,3,0,0,0,0,0
TXN-105447,0.951660437360254,247.50065035958903,2,0,0,0,19,0
TXN-105448,2.1103571769102434,97.99178798806214,2,0,0,0,15,0
TXN-105449,0.8529422723348236,361.98506739620126,1,0,0,0,20,0
TXN-105450,0.5781456644419652,185.6611048188577,3,0,0,1,5,0
TXN-105451,1.2750063936086498,288.37535762516035,3,0,0,0,12,0
TXN-105452,0.8341484173408729,141.25022291463836,3,0,0,0,8,0
TXN-105453,1.4110998919365332,137.5979342206562,3,0,0,1,16,0
TXN-105454,1.828245126787344,120.6721650200335,2,0,0,0,22,0
TXN-105455,0.9213094913882283,164.7687162699322,2,0,0,0,7,0
TXN-105456,1.1277118297808855,48.541063792643904,2,0,0,0,5,0
TXN-105457,1.1848392190340138,152.87795013625342,4,0,0,0,2,0
TXN-105458,1.256972022081503,89.07312969802197,1,0,0,1,13,0
TXN-105459,0.6768547025797707,232.77646687920773,2,0,0,0,9,0
TXN-105460,0.606281652037049,13.164966710037675,2,0,0,0,3,0
TXN-105461,0.9373095697815002,0.4382455409617866,2,0,0,0,14,0
TXN-105462,1.153091603403611,174.68897981959267,3,0,0,0,5,0
TXN-105463,0.557000585749736,193.21966464175622,1,0,0,0,11,0
TXN-105464,0.7803631518070466,467.48147382520597,3,0,0,0,0,0
TXN-105465,0.7068002056836868,72.90299299601065,4,0,0,0,12,0
TXN-105466,0.9099662142091118,99.86658983774726,2,0,0,0,4,0
TXN-105467,1.0933001548532475,244.5754767759659,2,0,0,0,7,0
TXN-105468,1.1067192431845356,68.20903878623315,2,0,0,0,1,0
TXN-105469,0.9550724045465838,40.34351428653682,2,1,0,0,4,0
TXN-105470,1.5506215511088295,264.26669510774144,1,0,0,0,0,0
TXN-105471,0.5005336319203232,61.62243129176602,2,0,0,0,23,0
TXN-105472,0.7995183150235662,300.4323908690083,5,0,0,0,1,0
TXN-105473,0.9305385121386035,147.1603623897766,1,0,0,0,15,0
TXN-105474,0.7972115678658653,121.18039619655035,2,1,0,0,13,0
TXN-105475,1.0503064571439285,67.84005683944781,2,0,1,0,22,0
TXN-105476,1.7114480101708014,37.99597523984543,2,0,0,0,14,0
TXN-105477,0.929779238286754,183.3486583968637,1,0,0,0,8,0
TXN-105478,1.8232512312827918,133.84153302498655,1,0,0,0,5,0
TXN-105479,1.306047526857149,527.1387105137608,3,0,0,0,5,0
TXN-105480,0.8541013811929935,392.81788659215124,2,0,0,0,15,0
TXN-105481,1.4477938693389794,406.19542907914143,3,0,1,0,12,0
TXN-105482,0.9408738853947842,166.5799560940419,3,0,0,0,13,0
TXN-105483,1.324061723878762,236.66539192204303,2,0,0,0,23,0
TXN-105484,1.2332236431076882,150.27493564665903,2,1,0,0,6,0
TXN-105485,0.8626218164901901,5.561954954323313,2,0,0,0,17,0
TXN-105486,1.159263348213502,155.8307201296236,2,0,0,0,3,0
TXN-105487,0.7731307225778647,106.34000057805025,4,0,0,0,22,0
TXN-105488,1.0549464639598107,72.98016139765447,4,1,1,0,18,0
TXN-105489,0.9441271445158304,308.58091919412925,1,0,0,0,23,0
TXN-105490,0.7142941399201211,53.90006407787025,1,0,0,0,17,0
TXN-105491,1.1431606920498378,123.23844393916517,1,0,0,1,13,0
TXN-105492,1.1359823261063624,125.29836831903968,4,0,1,0,10,0
TXN-105493,0.9808859192075216,111.56950262722707,3,0,0,0,17,0
TXN-105494,0.9329736716743834,605.0025604833968,1,0,0,0,17,0
TXN-105495,0.7015643445147794,204.7270718147057,3,0,0,0,17,0
TXN-105496,0.8296191688629594,62.13569172547877,1,0,0,0,22,0
TXN-105497,0.8601246495452561,1.8160926241621775,2,0,0,1,10,0
TXN-105498,6.246902436347086,25.813060258944642,3,1,0,1,18,1
TXN-105499,1.0982118773564422,309.2812154220219,1,0,0,0,18,0
TXN-105500,0.6239942995471577,125.90171122066218,3,1,0,0,6,0
TXN-105501,0.5451057459255351,393.0491958441595,1,0,0,0,0,0
TXN-105502,1.5366247721153732,678.5119065739669,1,0,0,0,5,0
TXN-105503,0.6669922213338995,36.017832898213015,2,0,0,0,8,0
TXN-105504,0.9163835394243164,193.24770681397968,5,0,0,0,6,0
TXN-105505,1.8519960382080973,20.606190048343624,3,0,1,1,18,1
TXN-105506,1.1796048647528314,162.26064188401182,5,0,0,0,6,0
TXN-105507,0.7032148247877463,62.091184054653134,2,0,0,0,22,0
TXN-105508,4.614100046483898,47.19827911842493,2,0,0,0,16,1
TXN-105509,1.5532732596830148,459.24546194675116,4,0,1,1,2,0
TXN-105510,1.083613568346781,203.6774205235197,1,0,0,0,2,0
TXN-105511,0.8850360432513423,3.0462102142461567,2,0,0,0,8,0
TXN-105512,2.04190024856413,31.96643708028252,3,0,0,0,17,1
TXN-105513,0.920949925982071,145.18330949059322,2,0,0,0,17,0
TXN-105514,0.7268261360795014,609.3557640828476,1,0,0,0,5,0
TXN-105515,1.1051803966245553,33.9353300334576,2,0,0,0,6,0
TXN-105516,0.6027432308393788,143.18638646134985,1,0,0,0,3,0
TXN-105517,1.2971989131392172,465.651165174922,3,0,0,0,5,0
TXN-105518,1.0025622938549945,124.36717277538986,3,0,0,0,0,0
TXN-105519,1.1688889825978441,6.889786392988801,3,0,0,0,14,0
TXN-105520,0.8651864861944129,311.9825752494672,2,0,0,0,10,0
TXN-105521,0.9422924774363807,221.9217338446021,2,0,0,1,18,0
TXN-105522,0.6765908210673431,364.83120410333754,2,0,0,0,16,0
TXN-105523,0.9801630915854396,30.262160119825623,2,0,0,0,6,0
TXN-105524,0.8269631425890169,168.84203315514566,1,0,1,0,10,0
TXN-105525,1.0113624649151196,210.68759938456282,3,0,0,0,3,0
TXN-105526,0.9033287127288822,14.97830280240918,3,0,0,0,23,0
TXN-105527,0.9916344136439467,259.8230969311139,1,0,0,0,8,0
TXN-105528,1.1684826463758506,27.693238670699138,1,1,0,0,4,0
TXN-105529,0.8386377030267863,39.24586815446676,2,0,0,0,1,0
TXN-105530,1.0404758677623132,32.2643224222585,1,0,0,0,20,0
TXN-105531,0.6891601061479092,1004.4323320597292,1,0,0,0,5,0
TXN-105532,1.0220200039641691,132.16246326472853,1,0,0,0,0,0
TXN-105533,2.1938649797278615,415.88888773889937,3,0,0,0,21,0
TXN-105534,1.096159914306205,1.9495446434987505,1,0,0,0,3,0
TXN-105535,1.0695153911185804,402.3963088809414,1,0,0,0,6,0
TXN-105536,0.8417672085411252,54.792467821469444,2,0,0,0,0,0
TXN-105537,1.142021298136914,79.24960797595328,1,0,0,0,21,0
TXN-105538,0.6611829118208605,117.33683817892684,4,0,0,0,16,0
TXN-105539,0.9323054820728335,114.03757201771491,3,0,0,0,21,0
TXN-105540,0.8024735680537168,370.20568605576653,2,0,0,0,1,0
TXN-105541,1.4255550223907456,127.92556463133546,1,0,0,0,8,0
TXN-105542,0.4635136042140455,82.04212087533658,2,0,0,0,2,0
TXN-105543,1.0737275166298486,206.63388346612422,1,0,0,0,13,0
TXN-105544,0.9880889519094906,244.66118113362612,1,0,0,0,12,0
TXN-105545,1.3975681885273206,55.50882541101811,2,0,0,0,19,0
TXN-105546,2.089094973127112,244.84538904754794,3,0,0,0,17,0
TXN-105547,0.5552903962279613,368.4298889534876,2,0,0,1,2,0
TXN-105548,1.666723674497809,227.88527854100212,2,0,0,0,16,0
TXN-105549,1.0254804611704031,106.08064820917691,2,0,1,0,11,0
TXN-105550,0.49748806500125076,67.0611618644634,3,0,0,0,9,0
TXN-105551,1.0850735958308877,406.1184075269306,3,0,0,0,6,0
TXN-105552,1.353224071835036,6.830708487190186,3,0,0,0,13,0
TXN-105553,0.8010417481237841,327.8069244144794,2,0,0,0,5,0
TXN-105554,1.0193619661443032,789.2198951447317,2,0,0,0,9,0
TXN-105555,1.3206932823301927,247.37742102530484,3,0,0,0,10,0
TXN-105556,0.8650349354627532,479.17354870887345,1,0,0,0,19,0
TXN-105557,0.9612820900668652,27.949196688924264,2,0,0,0,9,0
TXN-105558,0.9316090017589109,12.828650894365204,1,1,0,0,1,0
TXN-105559,1.5045297301225669,177.33307716232525,1,0,0,0,0,0
TXN-105560,1.2468094775669616,99.674421363605,2,0,0,0,16,0
TXN-105561,1.059937870133665,40.00060845913201,2,0,0,0,0,0
TXN-105562,1.3716045348430677,431.60714558171696,2,0,0,1,3,0
TXN-105563,1.320898684875118,75.37865418538219,1,0,0,0,12,0
TXN-105564,1.6092890457791413,16.538893659300445,4,0,0,0,2,0
TXN-105565,1.3736567061090843,249.4916831131024,3,0,0,0,15,0
TXN-105566,0.7038507803946743,498.1445132841084,4,0,0,0,17,0
TXN-105567,1.3187348838203443,495.42868915781946,3,0,0,0,12,0
TXN-105568,0.7448599253263147,90.66943480049576,1,0,0,1,18,0
TXN-105569,1.0480308816068449,2.8726336840597346,4,0,0,0,2,0
TXN-105570,1.2442459944124253,513.1209412782033,2,0,0,0,20,0
TXN-105571,0.7826653281634202,1.1956185279079978,1,0,0,1,7,0
TXN-105572,1.2184880370508218,358.0219747394821,1,0,0,0,3,0
TXN-105573,0.4568879522019877,232.09431432454633,3,0,0,0,6,0
TXN-105574,1.20714112814099,72.8746883631404,2,0,0,0,21,0
TXN-105575,0.8021505997549118,18.08268181578651,2,0,0,0,9,0
TXN-105576,1.1150264943048442,162.4877790338222,2,0,0,0,4,0
TXN-105577,0.8764907017015173,121.0700365224746,2,0,0,0,11,0
TXN-105578,0.9932134508923719,340.54288197506474,3,0,0,1,14,0
TXN-105579,1.115939678995299,223.9465330658314,3,0,0,0,8,0
TXN-105580,0.8565098301768879,255.88675381456207,1,0,0,1,21,0
TXN-105581,1.4691070260890935,111.0277161097521,3,0,0,1,1,0
TXN-105582,0.9552534787150387,58.361114437613956,3,0,1,1,15,0
TXN-105583,0.9413621284245328,395.365252210573,1,0,0,0,23,0
TXN-105584,1.329272564552304,238.681988028365,2,0,0,0,5,0
TXN-105585,1.0649389120535688,98.80595074154112,1,0,0,0,4,0
TXN-105586,1.0321121614034554,6.351008428637677,1,0,0,0,2,0
TXN-105587,1.3231425289047438,10.217625957205048,1,0,0,0,1,0
TXN-105588,0.9343183943565426,51.58939223914219,2,0,0,0,0,0
TXN-105589,1.3519444716931879,546.228237222172,1,0,0,0,19,0
TXN-105590,0.7189714839455991,127.43673083301874,3,0,0,0,1,0
TXN-105591,0.7656928584031556,219.19181213166954,1,0,0,0,21,0
TXN-105592,0.9799788691906615,388.715672911751,3,0,0,0,5,0
TXN-105593,0.8028421647554643,207.40442309942188,1,0,0,1,12,0
TXN-105594,0.8853464272029791,1.7666512898234084,3,0,0,0,19,0
TXN-105595,1.5852810828445663,152.68297605614123,1,0,0,0,22,0
TXN-105596,0.8906362941483484,16.74040307774017,2,0,0,1,6,0
TXN-105597,0.9379675850488128,486.5536348849817,4,0,0,0,14,0
TXN-105598,0.6802611632188418,186.18702242922902,1,0,0,0,5,0
TXN-105599,1.170503864160399,52.27050268245101,2,0,0,0,13,0
TXN-105600,1.1738802083428657,12.23196446068076,1,0,0,0,22,0
TXN-105601,1.120342525754112,174.69926055285984,2,0,0,0,14,0
TXN-105602,0.8515585656997497,162.58838298603635,2,0,0,0,6,0
TXN-105603,0.9848191510424413,11.841188553376252,2,0,0,0,20,0
TXN-105604,0.9438217874964264,69.18508210486684,2,0,0,0,12,0
TXN-105605,1.2570323484266095,12.517845423580653,2,0,0,0,17,0
TXN-105606,1.1204520792185164,146.49496406755983,2,1,0,0,11,0
TXN-105607,1.0840716798069643,26.610358241758448,3,0,0,0,3,0
TXN-105608,0.7740722778315117,104.1006470233776,1,0,0,0,1,0
TXN-105609,0.5507031754131403,247.21869241231758,2,0,0,0,23,0
TXN-105610,1.2322230013062416,248.02664653427072,2,0,0,0,1,0
TXN-105611,0.9406921804722543,304.97945854236116,2,0,0,0,14,0
TXN-105612,0.9297808111865673,16.287998157590557,5,0,0,0,19,0
TXN-105613,0.8486166506484754,7.387376411090573,1,0,0,0,17,0
TXN-105614,1.0071430778311476,82.21848895236374,1,0,0,0,0,0
TXN-105615,0.8362499138626259,354.83469443755877,2,0,0,1,0,0
TXN-105616,0.8290139749069956,149.3210620177064,2,1,0,0,11,0
TXN-105617,1.5315796997762972,15.624430961022536,1,0,0,0,18,0
TXN-105618,1.3921766608362671,40.35037171910079,2,0,0,0,19,0
TXN-105619,1.403043850735322,36.89756636140198,2,0,0,0,2,0
TXN-105620,1.6392668793228071,58.806882002682656,3,0,0,0,14,0
TXN-105621,0.6649533522712482,82.79621831503871,2,0,0,1,21,0
TXN-105622,0.5221559630918149,162.79114551768419,1,0,0,0,9,0
TXN-105623,0.4041612879778695,77.66183434406898,4,0,0,0,16,0
TXN-105624,0.8618117510458103,88.52110621440728,2,0,0,0,10,0
TXN-105625,0.5317050587351272,122.2238468378722,2,0,0,0,13,0
TXN-105626,0.6249409646146528,495.5734893662642,1,0,0,0,21,0
TXN-105627,1.247301538633071,101.50777377670867,1,0,0,0,2,0
TXN-105628,0.8488043567187795,88.33764653901238,1,0,0,0,1,0
TXN-105629,1.1927150974656089,62.12630574210019,1,0,0,0,4,0
TXN-105630,0.5936096856415548,49.532032997032005,3,0,0,0,9,0
TXN-105631,1.9071451547575966,14.802624528598734,1,0,0,0,9,0
TXN-105632,0.8542526513238792,114.44868860257496,1,0,0,1,0,0
TXN-105633,1.5050522748764696,637.1216698409891,3,0,0,0,4,0
TXN-105634,1.5187193788422382,4.797439287516433,2,0,0,0,1,0
TXN-105635,1.4100569416256858,48.72564231179765,1,0,0,0,17,0
TXN-105636,1.6139880830074576,221.13378395621814,1,0,0,0,22,0
TXN-105637,1.4310464346880651,172.22224171101192,1,0,0,0,16,0
TXN-105638,0.7986535473602107,259.56012785228694,4,0,0,0,21,0
TXN-105639,0.7881444468660364,603.3759151653271,1,0,0,0,21,0
TXN-105640,0.9235457839176251,50.374698094177475,2,0,0,0,12,0
TXN-105641,0.9896930354525204,201.40017658719063,2,0,0,0,1,0
TXN-105642,0.933118518788629,268.24380689215997,2,0,0,0,12,0
TXN-105643,1.0465455214256865,179.58370206552166,2,0,0,0,10,0
TXN-105644,1.0498640016349743,15.569594749652417,2,0,0,0,10,0
TXN-105645,1.3732144804368838,201.71350900309332,1,0,0,0,15,0
TXN-105646,1.0886641193415514,41.58980856056658,1,0,0,0,1,0
TXN-105647,0.5511517059921912,251.09103574138675,1,0,0,0,10,0
TXN-105648,1.0462284194735545,58.068599290685675,4,0,0,0,14,0
TXN-105649,1.305326092930944,201.5780924996418,3,0,0,0,22,0
TXN-105650,1.5448952001543592,654.665240387628,2,0,0,0,15,0
TXN-105651,0.623342911049431,43.258300394312826,1,0,0,0,5,0
TXN-105652,1.326540191523287,143.3338478168949,4,1,0,0,11,0
TXN-105653,1.708559199346203,203.15103991850953,1,0,0,0,17,0
TXN-105654,0.9155520480861842,203.79509715922242,3,1,0,0,12,0
TXN-105655,1.089095497636029,19.64300501742599,2,0,0,0,18,0
TXN-105656,0.8621890671315656,89.3963010686962,1,0,0,0,12,0
TXN-105657,1.0169416436517953,52.88617127167161,2,0,0,0,9,0
TXN-105658,0.7861561711103461,513.8214291776685,2,0,0,0,22,0
TXN-105659,2.1019500135620186,13.520737535741647,2,0,0,0,17,0
TXN-105660,1.0929655847220283,110.03575669924246,4,1,0,1,8,0
TXN-105661,1.627253065394271,168.6852869906426,2,0,0,1,17,0
TXN-105662,1.306358644524683,322.3820411671692,3,0,0,0,22,0
TXN-105663,3.442626996834965,12.587744172818821,3,1,0,0,7,1
TXN-105664,0.7449069835230847,34.83007192324269,2,0,0,0,22,0
TXN-105665,3.6525241605310637,29.07830880735865,5,0,0,1,3,1
TXN-105666,1.279230957961768,420.27330086813555,2,0,0,1,14,0
TXN-105667,0.9512425483108631,517.9638457737097,1,0,0,0,20,0
TXN-105668,0.902548439169832,458.50127525150083,2,0,0,0,4,0
TXN-105669,3.788428284695315,23.396986537065068,8,1,0,0,22,1
TXN-105670,0.7572022954942768,210.84943782872037,2,0,0,0,12,0
TXN-105671,1.1639671929486666,8.908161035331869,4,0,0,0,0,0
TXN-105672,1.510446658850798,325.60674292243766,2,0,0,0,1,0
TXN-105673,1.107075278380417,557.77231555122,4,0,0,1,7,0
TXN-105674,4.253765737540057,34.45804674544961,3,0,0,0,13,1
TXN-105675,2.0772065298013636,76.72671906274067,2,0,0,0,22,0
TXN-105676,0.8714977436950977,473.22193112450105,2,0,0,0,17,0
TXN-105677,1.3678187279327991,248.57153839639733,1,0,0,0,23,0
TXN-105678,0.6929294134444275,134.9011063756751,3,0,0,1,7,0
TXN-105679,0.9362793975753871,238.75166180395303,2,0,0,0,22,0
TXN-105680,0.9356726296418011,225.9200523136959,2,0,0,0,20,0
TXN-105681,1.1898804633813458,293.21428899180535,1,0,0,0,23,0
TXN-105682,1.0598864800838899,621.0253598978534,4,0,0,0,3,0
TXN-105683,0.9383872823022782,275.24235353484187,3,0,0,0,19,0
TXN-105684,1.4464076786217228,472.5185831981332,1,0,0,0,10,0
TXN-105685,0.9413888652145435,470.3508771978737,2,0,0,0,13,0
TXN-105686,0.9818358559755129,275.8019978167272,4,0,0,0,23,0
TXN-105687,0.5952478786913526,174.45447597845822,1,1,0,0,19,0
TXN-105688,0.5968236132566067,57.06929782677491,2,0,0,1,19,0
TXN-105689,0.7969051964526555,132.35304956929113,2,0,0,0,11,0
TXN-105690,1.1208320558791305,444.0617542770617,3,0,0,0,14,0
TXN-105691,1.3259807127793766,79.32787456858715,3,0,0,0,11,0
TXN-105692,1.2444692077458617,198.9823133771554,1,0,0,0,7,0
TXN-105693,0.9866153036617622,111.39101668364104,2,0,0,0,12,0
TXN-105694,1.5446637999899897,97.5111718963249,3,0,0,0,18,0
TXN-105695,1.2307194825541297,61.14971454488383,1,0,0,0,7,0
TXN-105696,0.4617237731829952,481.2968659114638,1,0,0,0,7,0
TXN-105697,0.8797649385492851,69.60244784106553,2,0,0,0,4,0
TXN-105698,0.5764471797800766,207.17335675153709,2,0,0,0,21,0
TXN-105699,1.1085768177809967,238.31602818954758,2,0,0,0,4,0
TXN-105700,2.410773395492464,7.540681100930659,2,0,0,1,9,1
TXN-105701,0.5165954606218311,220.809217034889,1,0,0,0,14,0
TXN-105702,0.6561073354601547,187.5629593954583,1,0,0,0,16,0
TXN-105703,1.4135536258596053,9.501771278515339,2,0,0,0,8,0
TXN-105704,1.1927790390749884,748.1143751378593,2,0,0,0,17,0
TXN-105705,0.7289742320217103,13.19849724494375,2,0,0,0,10,0
TXN-105706,0.74624016345024,336.58473055515736,1,1,0,0,11,0
TXN-105707,0.604574119302747,341.41554094250006,3,0,0,0,16,0
TXN-105708,1.061685118389303,63.552080979807094,3,0,0,0,22,0
TXN-105709,1.6597384015336802,227.742022097141,3,1,0,0,14,0
TXN-105710,0.7673722475444935,369.201863245898,1,0,0,0,5,0
TXN-105711,0.9271386530470965,5.254800216923372,2,0,0,0,21,0
TXN-105712,1.4723340217116603,710.9123468823627,2,0,0,0,21,0
TXN-105713,0.49602716957799897,392.0616308043294,1,0,0,0,10,0
TXN-105714,0.8760452465690272,90.31286794994321,1,0,0,0,21,0
TXN-105715,1.1562756043612379,1192.5235239296023,2,0,0,0,11,0
TXN-105716,0.7691491863803122,154.5406234100295,3,0,0,0,17,0
TXN-105717,0.6036359659198364,180.21099976770296,1,0,0,0,15,0
TXN-105718,0.7145296568821451,192.54828526881926,1,0,0,0,21,0
TXN-105719,0.9915853385761675,23.92680134716952,2,0,0,0,11,0
TXN-105720,2.219776221190154,98.37974356318392,1,0,0,0,12,0
TXN-105721,1.1541940072636774,592.3705188372371,2,0,0,0,18,0
TXN-105722,0.832591530730812,3.597825094057972,1,0,0,0,5,0
TXN-105723,0.8188378506717401,136.92039243120504,2,0,0,1,15,0
TXN-105724,0.8165233530943927,409.8657162294944,3,0,0,0,2,0
TXN-105725,0.8076604561310183,167.95577527293696,3,0,0,0,8,0
TXN-105726,1.3168954088990583,160.2426932200203,4,0,0,0,23,0
TXN-105727,1.4399561576524829,454.5610097144258,2,0,0,0,5,0
TXN-105728,0.9265526056252121,71.8286009800703,1,0,1,0,12,0
TXN-105729,0.4263932461052574,404.7412436610384,3,0,0,0,14,0
TXN-105730,0.8665309372996393,22.962345754558253,4,0,0,0,1,0
TXN-105731,1.9008477930478742,190.02595392689136,1,0,0,0,19,0
TXN-105732,1.091202342971065,162.61382268607431,3,0,0,0,0,0
TXN-105733,2.278732021168066,14.766482771715358,1,0,0,0,8,0
TXN-105734,0.909148141946645,52.277617898437704,1,0,0,0,23,0
TXN-105735,1.7955126540922628,549.5159862952955,3,0,0,0,11,0
TXN-105736,1.0272272989129796,437.2276882177269,2,0,0,0,3,0
TXN-105737,0.7343061809993751,57.2799747021817,1,0,0,0,16,0
TXN-105738,0.7343955926403327,514.2286519402423,3,0,0,0,7,0
TXN-105739,0.5752653416096736,9.771993462992048,1,0,0,0,12,0
TXN-105740,0.9107303636091084,248.11142732911046,2,0,0,0,4,0
TXN-105741,0.8947893268412578,226.316511787609,2,0,0,0,15,0
TXN-105742,0.902755163678877,332.0874696354134,2,0,0,0,22,0
TXN-105743,1.4039674307887136,413.0518349928822,2,0,0,0,13,0
TXN-105744,0.986328861906327,240.19283257218453,1,0,0,0,19,0
TXN-105745,0.7393454207875768,696.4510697131585,2,0,0,0,17,0
TXN-105746,0.7495201538058797,288.662739467224,1,0,0,0,1,0
TXN-105747,3.6304500720114,16.254370804656673,1,1,0,1,7,1
TXN-105748,1.2636727460163075,137.24610049888406,4,0,0,0,10,0
TXN-105749,1.3785494138754653,730.8579160925639,2,0,0,0,8,0
TXN-105750,1.076417318037261,136.58922595212627,1,0,0,0,13,0
TXN-105751,1.8414716239294329,5.33915581287762,1,0,0,0,17,0
TXN-105752,1.8449722348167874,28.183476107555236,2,0,0,0,21,0
TXN-105753,1.6432113018442018,422.0409211821357,2,0,0,0,10,0
TXN-105754,0.4300343603314531,98.64085681998782,1,0,0,0,3,0
TXN-105755,1.4860529870577193,119.52529818777447,3,0,0,0,14,0
TXN-105756,0.8631014755610733,278.202306646019,2,0,0,0,8,0
TXN-105757,1.015213544125298,55.76370294869114,2,0,0,0,20,0
TXN-105758,0.6896757180615188,127.47072795901971,1,1,0,0,11,0
TXN-105759,0.7659486852903122,48.28146383550546,2,0,0,0,16,0
TXN-105760,1.1208531960597123,55.2007355163539,3,0,0,0,9,0
TXN-105761,0.9727748782644636,92.63194821658094,2,0,0,1,12,0
TXN-105762,0.8576000234422825,39.83842368126179,1,0,0,0,13,0
TXN-105763,1.359645371172127,176.43121803357135,3,0,0,0,5,0
TXN-105764,1.1927752015186452,100.80383532293284,1,0,0,0,11,0
TXN-105765,1.0128199802115958,343.8765156091754,2,0,0,0,1,0
TXN-105766,0.8176435360538049,2.8444177010435294,2,0,0,1,23,0
TXN-105767,1.0776988314891802,375.68655164122555,3,0,0,0,18,0
TXN-105768,1.5715332982467045,115.23095948046269,2,0,0,1,22,0
TXN-105769,6.434728296990777,32.31740592212948,3,0,1,1,13,1
TXN-105770,1.2030229566101092,287.279520250614,1,0,0,0,23,0
TXN-105771,1.104699542291078,52.12720622663448,2,0,0,0,18,0
TXN-105772,8.659799814376186,6.472878365737323,2,0,0,1,16,1
